Algorithm,Board_Size,Puzzle_Index,Solution_Length,Execution_Time_ms,Nodes_Expanded,Solvable,Timeout
0,0,ABCDEFGHJ#IKLMNOPQRSTUVWX,-1,1718.31,446477,false,BFS
1,0,ABCDEFGHIJKLMNOPQRSTUV#XY,-1,1602.65,446990,false,BFS
0,0,ABCDEFGHJ#IKLMNOPQRSTUVWX,-1,5461.62,1000000,false,A*-h1
1,0,ABCDEFGHIJKLMNOPQRSTUV#XY,-1,6100.62,1000000,false,A*-h1
0,0,ABCDEFGHJ#IKLMNOPQRSTUVWX,-1,6123.06,1000000,false,A*-h2
1,0,ABCDEFGHIJKLMNOPQRSTUV#XY,-1,6386.89,1000000,false,A*-h2
