Algorithm,Board_Size,Puzzle_Index,Solution_Length,Execution_Time_ms,Nodes_Expanded,Solvable,Timeout
0,0,ABCDEFGHIJKLMNOPQRST#XYZ,-1,2853.37,442359,false,BFS
1,0,ABCDEFGHIJKLMNOPQRSTUVW#YZ,-1,2774.68,448080,false,BFS
0,0,ABCDEFGHIJKLMNOPQRST#XYZ,-1,7605.54,1000000,false,A*-h1
1,0,ABCDEFGHIJKLMNOPQRSTUVW#YZ,-1,9190.46,1000000,false,A*-h1
0,0,ABCDEFGHIJKLMNOPQRST#XYZ,-1,12590.9,1000000,false,A*-h2
1,0,ABCDEFGHIJKLMNOPQRSTUVW#YZ,-1,7938.17,1000000,false,A*-h2
